Release,Journey ID,Phase,Tier,Priority,Manual test,Exact manual steps,Expected result,Automated test exists,Strict automation status,Automation layer,Automated test evidence,What automation proves,What remains manual,Regression confidence,Confidence rationale,Manual result,Tester,Run date,Evidence path or URL,Defect link,Release notes
0.0.40,110,9 Entities actions and reflection,Pro,P1,Entity merge preserves evidence,Merge two duplicate synthetic entities,One entity remains with combined aliases observations and relationships,Yes,PARTIAL,Integration,resolve.integration.test.ts,"Entity merge preserves evidence. `resolve.integration.test.ts` exercises real entity, aliases, observations, relationships, action reassignment, split, and merge persistence.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Pro only; use disposable data
0.0.40,111,9 Entities actions and reflection,Pro,P1,Action items are extracted,Process a synthetic observation or meeting containing a commitment,One correctly worded action item appears with its source,Yes,PARTIAL,Integration + Contract/package gate,entity-action-journeys.dbtest.ts,Action items are extracted. `entity-action-journeys.dbtest.ts` sends a synthetic commitment through the production extractor over a loopback native-model boundary and proves exactly one imperative action persists with its due date and source evidence.,"Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Pro only
0.0.40,112,9 Entities actions and reflection,Pro,P0,Approval queue gates actions,Open a proposed action then approve or reject it,Rejected actions do nothing; approved actions execute once and record status,Yes,PARTIAL,Integration,approvals.integration.test.ts,"Approval queue gates actions. `approvals.integration.test.ts` exercises real proposal, decision, execution, failure, and audit persistence against SQLite.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Pro only; use a reversible target
0.0.40,113,9 Entities actions and reflection,Pro,P1,Action status survives relaunch,Approve reject and dismiss separate synthetic items then reopen,Each status remains correct with no duplicate execution,Yes,PARTIAL,Integration,approval-relaunch.dbtest.ts,"Action status survives persistence. `approval-relaunch.dbtest.ts` approves, rejects, and dismisses separate synthetic items through production encrypted SQLite and a real stdio MCP child, closes and reopens the profile, proves every status remains, and verifies stale or concurrent decisions cannot duplicate external execution or learning feedback.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Pro only
0.0.40,114,9 Entities actions and reflection,Pro,P1,Notifications open their target,Click a meeting prep approval or to-do notification,The intended screen and record open; duplicate notifications are not created,Yes,PARTIAL,Automated test,,"Notifications open their target. Production notifications preserve typed approval, action, and calendar targets across native and rendered delivery, wait for Pro routing readiness, dedupe live and persisted copies, focus the primary window, and fail closed when a target is stale instead of selecting an unrelated record.","Repeat the listed steps on the exact installed 0.0.40 artifact with the real macOS, hardware, network, or external-system boundary.",LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,Pro only
0.0.40,115,9 Entities actions and reflection,Pro,P1,Reflect uses real time ranges,Open daily and weekly Reflect views on seeded data,Totals labels and source breakdowns match the selected date range,Yes,PARTIAL,Integration,reflect.integration.test.ts,"Reflect uses real time ranges. `reflect.integration.test.ts` verifies real observation windows, dwell caps, category rollups, context switches, and seven-day aggregation.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Pro only
0.0.40,116,9 Entities actions and reflection,Pro,P0,CRM processing tolerates schema upgrades,Open an upgraded profile with older CRM tables,Migrations add missing columns once and CRM screens load without data loss,Yes,PARTIAL,Integration,crm-schema-upgrade.dbtest.ts,"CRM processing tolerates schema upgrades. `crm-schema-upgrade.dbtest.ts` creates a real legacy SQLite schema, drives the production observation funnel, verifies additive migration and row preservation, then reopens the database and proves processing remains idempotent.","Repeat the listed steps on the exact installed 0.0.40 artifact with the real macOS, hardware, network, or external-system boundary.",LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,Pro only; back up the fixture
0.0.40,117,10 Clipboard and vault,Pro,P0,Clipboard records text,Copy distinctive text in another app and open Clipboard,One searchable text item appears with the expected content,Yes,PARTIAL,E2E,e2e/pro.spec.ts,Clipboard records text. `e2e/pro.spec.ts` writes unique text to the real OS clipboard and waits for the production poller and encrypted history store to expose that exact item over IPC.,"Repeat the listed steps on the exact installed 0.0.40 artifact with the real macOS, hardware, network, or external-system boundary.",LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,Pro only
0.0.40,118,10 Clipboard and vault,Pro,P1,Clipboard deduplicates repeated copy,Copy the same text repeatedly,The existing item is refreshed according to policy instead of producing noisy duplicates,Yes,COMPLETE,Integration,clipboard-store.integration.test.ts,Clipboard deduplicates repeated copy. `clipboard-store.integration.test.ts` exercises the real store and proves timestamp bump-to-top without duplicate rows or lost tags.,"Repeat the listed steps on the exact installed 0.0.40 artifact with the real macOS, hardware, network, or external-system boundary.",MEDIUM,"The production seam is automated, but the exact installed macOS, hardware, permission, or external-system boundary still needs device evidence.",NOT RUN,,,,,Pro only
0.0.40,119,10 Clipboard and vault,Pro,P1,Clipboard records images and files,Copy a synthetic image and a disposable file,Each appears with the correct type and a usable preview or path,Yes,COMPLETE,E2E,e2e/pro.spec.ts,"Clipboard records images and files. `e2e/pro.spec.ts` captures real file URLs and a new pixel bitmap, then restores the bitmap bytes and verifies their exact dimensions.","Repeat the listed steps on the exact installed 0.0.40 artifact with the real macOS, hardware, network, or external-system boundary.",MEDIUM,"The production seam is automated, but the exact installed macOS, hardware, permission, or external-system boundary still needs device evidence.",NOT RUN,,,,,Pro only
0.0.40,120,10 Clipboard and vault,Pro,P1,Clipboard live refresh keeps valid selection,Select an item while new clipboard events arrive,Selection stays on that item if it exists or moves to a valid item if it was removed,Yes,PARTIAL,Integration,ClipboardScreen.integration.test.tsx,"Clipboard live refresh keeps valid selection. `ClipboardScreen.integration.test.tsx` renders the real screen and proves selection is retained while the item exists, then moves to a valid remaining item after deletion.","Repeat the listed steps on the exact installed 0.0.40 artifact with the real macOS, hardware, network, or external-system boundary.",LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,Pro only; regression from this audit
0.0.40,121,10 Clipboard and vault,Pro,P0,Clipboard restore text,Choose a historical text item and restore it,Pasting in another app yields the exact text once,Yes,PARTIAL,Automated test,,"Clipboard restore text. The same E2E journey overwrites the OS clipboard after capture, restores the stored item through production IPC, and verifies the original text returns.","Repeat the listed steps on the exact installed 0.0.40 artifact with the real macOS, hardware, network, or external-system boundary.",LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,Pro only
0.0.40,122,10 Clipboard and vault,Pro,P0,Clipboard restore file,Restore a historical copied file then paste into Finder and Terminal,Finder receives the file URL; a text target receives its path,Yes,PARTIAL,E2E,e2e/pro.spec.ts,"Clipboard restore file. `e2e/pro.spec.ts` drives the real capture-to-restore path and verifies macOS receives path text, file URL, and native bytes, including an image-file case.","Repeat the listed steps on the exact installed 0.0.40 artifact with the real macOS, hardware, network, or external-system boundary.",LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,Pro only
0.0.40,123,10 Clipboard and vault,Pro,P1,Clipboard popup hotkey,Press Cmd+Shift+C in another app,The compact popup opens; search and keyboard selection restore the chosen item,Yes,PARTIAL,Integration,clipboard-popup-journey.dbtest.ts,"Clipboard popup hotkey. Pro `clipboard-popup-journey.dbtest.ts` registers the production `CommandOrControl+Shift+C` shortcut, waits for renderer readiness, reuses the popup, and preserves failed selection; rendered popup integration proves search, arrows, Enter restore, reopen reset, and visible retry without mocking clipboard logic.","Repeat the listed steps on the exact installed 0.0.40 artifact with the real macOS, hardware, network, or external-system boundary.",LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,Pro only
0.0.40,124,10 Clipboard and vault,Pro,P2,Clipboard retention applies,Set a short retention policy and use old synthetic rows,Expired history disappears without removing newer items,Yes,PARTIAL,Integration,clipboard-store.integration.test.ts,Clipboard retention applies. `clipboard-store.integration.test.ts` exercises the real retention-days and max-items policies against SQLite while preserving newer rows.,"Repeat the listed steps on the exact installed 0.0.40 artifact with the real macOS, hardware, network, or external-system boundary.",LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,Pro only
0.0.40,125,10 Clipboard and vault,Pro,P0,Create and unlock vault,Create a vault with a strong test master password then lock and unlock it,Correct password unlocks; incorrect password does not expose items,Yes,PARTIAL,Integration,vault-service.test.ts,"Create and unlock vault. `vault-service.test.ts` uses real KDBX4, Argon2id, WASM crypto, and a real temp directory; correct and incorrect passwords are covered.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Pro only; use synthetic secrets
0.0.40,126,10 Clipboard and vault,Pro,P0,Vault item types round-trip,Create a login app credential secure note API key and disposable secret file,Each saves reopens edits and deletes with the correct fields,Yes,PARTIAL,Automated test,vault-service.test.ts,Vault item types round-trip. `vault-service.test.ts` covers real encrypted CRUD and binary attachment persistence across lock and unlock.,"Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Pro only
0.0.40,127,10 Clipboard and vault,Pro,P1,Vault copy actions,Copy a synthetic username password and API key from Vault,The expected field reaches the clipboard and no other field is exposed,Yes,COMPLETE,E2E,e2e/pro.spec.ts,"Vault copy actions. `e2e/pro.spec.ts` creates a real encrypted KDBX entry through production IPC and verifies username, revealed password, and URL copy into the OS clipboard.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",HIGH,The strict ledger confirms the decisive production collaborators run through the real application seam.,NOT RUN,,,,,Pro only
0.0.40,128,10 Clipboard and vault,Pro,P0,Vault recovery and backup,Export or locate the KDBX fixture then exercise the documented recovery flow,The vault remains encrypted and the supported recovery path restores access,Yes,PARTIAL,Integration,vault-service.test.ts; vault-recovery.test.ts,"Vault recovery and backup. `vault-service.test.ts` and `vault-recovery.test.ts` exercise real KDBX export bytes, recovery setup, wrong phrases, and recovery to a new password.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Pro only; never use a real credential vault
0.0.40,129,11 Settings privacy licensing and updates,Both,P1,Runtime residency toggles persist,Change image STT and TTS residency then relaunch,Each setting persists and actual loading behavior matches it,Yes,COMPLETE,E2E + Integration,e2e/settings-residency.spec.ts,"Runtime residency toggles persist. `e2e/settings-residency.spec.ts` changes image, STT, and TTS through the real Settings controls, verifies production IPC, fully relaunches Electron, and verifies all values reload. The SQLite and runtime-manager integrations prove that same map controls persistence and re-warm behavior.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",HIGH,The strict ledger confirms the decisive production collaborators run through the real application seam.,NOT RUN,,,,,
0.0.40,130,11 Settings privacy licensing and updates,Both,P1,Chat residency stays required,Open runtime residency settings,Chat model displays in-memory required and cannot be toggled off,Yes,COMPLETE,E2E + Integration,e2e/settings-residency.spec.ts,"Chat residency stays required. `e2e/settings-residency.spec.ts` verifies the production switch stays checked and disabled before and after relaunch, while the real SQLite integration proves an on-demand write is normalized back to `resident`.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",HIGH,The strict ledger confirms the decisive production collaborators run through the real application seam.,NOT RUN,,,,,
0.0.40,131,11 Settings privacy licensing and updates,Both,P1,Resource mode applies,Choose Conservative or another available resource preset,The selected limits and model behavior apply without freezing the UI,Yes,PARTIAL,E2E + Integration + Contract/package gate,resource-mode.integration.test.ts,"Resource mode applies. `resource-mode.integration.test.ts` drives all three presets through the real LLM settings owner, disk persistence, fresh-service launch arguments, recommendation, and setup planner with only host RAM controlled; the Electron tour proves selection stays responsive and the sizing guards enforce memory clamps.","ts` drives all three presets through the real LLM settings owner, disk persistence, fresh-service launch arguments, recommendation, and setup planner with only host RAM controlled; the Electron tour proves selection stays responsive and the sizing guards enforce memory clamps.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,
0.0.40,132,11 Settings privacy licensing and updates,Both,P0,Settings survive relaunch,Change several model capture privacy update and Pro settings then quit fully,Every changed value restores from the owning store,Yes,PARTIAL,Integration + Contract/package gate,settings-persistence.dbtest.ts,"Settings survive relaunch. Existing journeys 129 and 131 cover model residency and resource settings across relaunch. Core and Pro `settings-persistence.dbtest.ts` tests add the other owning stores: they change software-update, capture-privacy, identity, and proactive delivery settings over real encrypted SQLite, close the database, reload every Off Grid module, rehydrate each owner, and verify every value restores.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,
0.0.40,133,11 Settings privacy licensing and updates,Both,P1,Storage usage is truthful,Open Storage after downloading models and creating artifacts,Reported totals and per-category sizes roughly match files on disk,Yes,PARTIAL,Integration,storage-usage.integration.dbtest.ts,"Storage usage is truthful. `storage-usage.integration.dbtest.ts` writes exact synthetic model, capture, meeting, image, artifact, and thumbnail byte counts to a temp profile, then proves production storage owners and the rendered Storage/Data Privacy panels report their real totals, categories, models, and orphaned partials.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,
0.0.40,134,11 Settings privacy licensing and updates,Both,P0,Clear cache preserves user data,Use the cache cleanup control then reopen the app,Ephemeral cache is removed while chats projects models and vault remain,Yes,PARTIAL,Integration,cache-cleanup.integration.test.ts,"Clear cache preserves user data. `cache-cleanup.integration.test.ts` and the rendered Storage journey exercise the production control through IPC and prove its allowlist can reach only Electron's `cache` data type. Chats, projects, models, vault, settings, entitlement, and unknown app files are unreachable by construction; success and failure states are both visible.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,
0.0.40,135,11 Settings privacy licensing and updates,Both,P0,Delete category is scoped,Delete one selected personal-data category,Only that category disappears; unrelated stores and credentials remain unless explicitly included,Yes,PARTIAL,Integration,,"Delete category is scoped. The real SQLite/filesystem integration deletes the Chats category through `clearCategory` and proves memory, projects, connectors, encrypted tokens, models, and unrelated personal files remain.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Use synthetic data
0.0.40,136,11 Settings privacy licensing and updates,Both,P0,Delete all is complete,Connect a test connector and seed core and Pro personal stores; run Delete all my data,Chats projects memory captures clipboard recordings connector tokens and personal rows are gone after relaunch,Yes,PARTIAL,Integration,,"Delete all is complete. Core and Pro DB integration tests seed projects, chats, memory, knowledge, connectors, encrypted tokens, profile data, every registered Pro table, and every personal-data directory. They run the real delete-all registry, close and reopen the encrypted database, and verify personal data stays gone while models and ordinary preferences survive.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Release blocker; use synthetic data only
0.0.40,137,11 Settings privacy licensing and updates,Core,P0,Core locked Pro tabs,Run a core build and open every locked Pro navigation item,Each shows the correct Upgrade screen and no Pro implementation loads,Yes,PARTIAL,E2E,,"Core locked Pro tabs. The free-tier Electron tour discovers every lock-bearing nav item rendered from the production catalog, opens each one, verifies its matching upgrade heading, and confirms the Pro entitlement remains false.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Core artifact only
0.0.40,138,11 Settings privacy licensing and updates,Pro,P0,Pro license activates,Run a Pro build without override; enter a valid test key; restart,Entitlement persists and Pro screens unlock,Yes,PARTIAL,Integration,licensing.integration.test.ts,"Pro license activates. `licensing.integration.test.ts` activates through the production IPC/service against a remote license boundary, proves the cached key is encrypted, reloads every module, and verifies the synchronous entitlement gate still unlocks Pro. The rendered Upgrade screen proves the user sees activation and the required restart action.","Repeat the listed steps on the exact installed 0.0.40 artifact with the real macOS, hardware, network, or external-system boundary.",LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,Pro artifact only; use a test entitlement
0.0.40,139,11 Settings privacy licensing and updates,Pro,P1,Invalid or exhausted license fails clearly,Enter an invalid key and a key at its device limit,Activation explains the real reason and the app remains locked,Yes,PARTIAL,Integration,licensing.integration.test.ts; UpgradeScreen.license.test.tsx,Invalid or exhausted license fails clearly. `licensing.integration.test.ts` drives invalid and device-limit responses through the production service and proves entitlement remains false; `UpgradeScreen.license.test.tsx` verifies distinct actionable messages remain on the locked screen.,"Repeat the listed steps on the exact installed 0.0.40 artifact with the real macOS, hardware, network, or external-system boundary.",LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,Pro artifact only
0.0.40,140,11 Settings privacy licensing and updates,Pro,P0,Offline entitlement behavior,Activate online; quit; disable network; reopen,The signed cached entitlement follows policy without exposing Pro on an unentitled profile,Yes,PARTIAL,Integration,,"Offline entitlement behavior. The licensing integration activates a lifetime entitlement, reloads with its network boundary unavailable, and proves the OS-protected encrypted cache remains entitled while a fresh profile, a forged plaintext cache, and an expired entitlement stay locked.","Repeat the listed steps on the exact installed 0.0.40 artifact with the real macOS, hardware, network, or external-system boundary.",LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,Pro artifact only
0.0.40,141,11 Settings privacy licensing and updates,Both,P1,Core and Pro override behavior,Launch dev builds with OFFGRID_PRO=0 and OFFGRID_PRO=1,Overrides force the documented free and Pro states without changing persisted entitlement,Yes,PARTIAL,Integration,,Core and Pro override behavior. The licensing integration applies both development overrides through the production bootstrap seam and proves neither mutates the encrypted persisted entitlement; a core build remains incapable of force-loading Pro implementation code.,"Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Development check only
0.0.40,142,11 Settings privacy licensing and updates,Both,P1,Manual update check,Settings -> Check for updates on stable,The current or available version is reported without a stuck checking state,Yes,PARTIAL,Integration,update-check.integration.dbtest.ts,"Manual update check. `update-check.integration.dbtest.ts` drives the rendered Settings action through production updater IPC, real encrypted update preferences, and deterministic updater events, proving current `0.0.103`, available `0.0.104`, and offline error states all leave Checking, preserve the stable channel, and never call install without approval.","Repeat the listed steps on the exact installed 0.0.40 artifact with the real macOS, hardware, network, or external-system boundary.",LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,Packaged build only
0.0.40,143,11 Settings privacy licensing and updates,Both,P1,Update channel persists,Toggle nightly builds then relaunch,The selected stable or beta channel remains selected and checks that channel,Yes,PARTIAL,Integration,src/main/__tests__/settings-persistence.dbtest.ts,"Update channel persists. `src/main/__tests__/settings-persistence.dbtest.ts` changes the channel through the production update IPC handler, closes the encrypted database, reloads every Off Grid module, and verifies the fresh update-preferences handler restores the beta channel.","Repeat the listed steps on the exact installed 0.0.40 artifact with the real macOS, hardware, network, or external-system boundary.",LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,Packaged build only
0.0.40,144,12 Resilience and desktop polish,Both,P0,Local use works offline,Disable network after required models are installed,Chat image OCR replay search dictation and vault remain local; network features fail clearly,Yes,PARTIAL,Integration,,"Local use works offline. A shared offline boundary rejects and records every outbound request while preserving real loopback transports. Connected Core and Pro integrations prove local chat, image generation, Vision OCR, replay, SQLite/FTS search, dictation, and KDBX/Argon2 vault operations remain usable with zero unexpected egress; the real model manager also proves a network-only download fails clearly and retries without corrupting installed state.","Repeat the listed steps on the exact installed 0.0.40 artifact with the real macOS, hardware, network, or external-system boundary.",LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,
0.0.40,145,12 Resilience and desktop polish,Both,P0,Cold relaunch after forced quit,Force quit during non-destructive activity then reopen,The app boots without a white screen or permanently busy state and committed data remains,Yes,COMPLETE,E2E,e2e/chat-memory.spec.ts,"Cold relaunch after forced quit. `e2e/chat-memory.spec.ts` kills the real Electron main process during non-destructive chat activity, waits for process exit, reopens the same profile, and verifies clean boot, preload availability, usable input, and durable committed chat data.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",HIGH,The strict ledger confirms the decisive production collaborators run through the real application seam.,NOT RUN,,,,,
0.0.40,146,12 Resilience and desktop polish,Both,P1,Model ports are single-owner,Start one app instance then attempt a second development or capture instance,The conflict is diagnosed clearly and does not masquerade as model corruption,Yes,PARTIAL,Integration,model-port-ownership.integration.test.ts,"Model ports are single-owner. `model-port-ownership.integration.test.ts` starts a real foreign parent with the only fake native llama process on production port 8439, then proves the production contender preserves that live owner, starts no second engine, reports its own Chat health as Down rather than borrowing the other process's readiness, and exposes the actionable `port_in_use` reason while the first engine remains responsive.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Do not use this as a normal two-instance workflow
0.0.40,147,12 Resilience and desktop polish,Both,P0,Engine restart recovers,Restart the local model engine while chat is open,Requests wait or fail clearly; the next request succeeds after health returns,Yes,PARTIAL,Integration,image-runtime-reliability.integration.dbtest.ts,"Engine restart recovers. `image-runtime-reliability.integration.dbtest.ts` crashes the native llama executable boundary while a real gateway request waits, proves the production service marks it down, starts exactly one replacement, and returns the recovered chat response. Teardown verifies the gateway/model ports rebind and every owned child process exits.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,
0.0.40,148,12 Resilience and desktop polish,Both,P0,Low disk space is handled,Use a safe disposable low-space volume for downloads and artifacts,Failures are contained and explained; existing data remains readable,Yes,PARTIAL,Integration,,"Low disk space is handled. Model and artifact integrations constrain only disposable OS write boundaries, force mid-stream `ENOSPC`, and prove the active partial is removed, resumable network partials are retained, artifact JSON uses atomic promotion, and existing model and artifact bytes remain readable.","Repeat the listed steps on the exact installed 0.0.40 artifact with the real macOS, hardware, network, or external-system boundary.",LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,
0.0.40,149,12 Resilience and desktop polish,Both,P1,Large seeded collections stay usable,Seed many models chats entities clipboard items and observations,Grids lists filters and detail panels remain responsive and dense,Yes,PARTIAL,Integration,,"Large seeded collections stay usable. Core Electron and Pro rendered integrations drive 120 models, 120 persisted chats, 120 entities, 300 clipboard items, and 120 observations through their production owners, proving filters, scrolling, dense master-detail layouts, and bounded result surfaces remain usable at desktop scale.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,Synthetic data only
0.0.40,150,12 Resilience and desktop polish,Both,P1,Window resize preserves desktop layout,Resize from a normal laptop window to a wide desktop window,Collections gain columns and sticky context remains usable; no mobile-style stretched rows,Yes,COMPLETE,E2E,e2e/desktop-polish.spec.ts,Window resize preserves desktop layout. `e2e/desktop-polish.spec.ts` resizes the real Electron viewport from 1280 to 1800 pixels and proves the production Models collection expands from three to four computed columns while its search/filter context remains reachable.,"Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",HIGH,The strict ledger confirms the decisive production collaborators run through the real application seam.,NOT RUN,,,,,
0.0.40,151,12 Resilience and desktop polish,Both,P1,Keyboard focus is visible,Tab through navigation forms dialogs and primary actions,Focus order is logical and a visible focus treatment is present,Yes,COMPLETE,E2E,e2e/desktop-polish.spec.ts,"Keyboard focus is visible. `e2e/desktop-polish.spec.ts` tabs through the real sidebar, Models form controls, model actions, primary Download action, and command-palette focus trap, proving logical order and the settled theme-aware two-pixel focus treatment at each surface.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",HIGH,The strict ledger confirms the decisive production collaborators run through the real application seam.,NOT RUN,,,,,
0.0.40,152,12 Resilience and desktop polish,Both,P2,Escape closes transient UI,Open modals lightboxes menus and slide-over panels then press Escape,Only the top transient layer closes and underlying state is preserved,Yes,PARTIAL,E2E + Integration,,"Escape closes transient UI. Rendered integrations prove Models detail and nested shared modals close only the top layer, preserve the underlying filter/workspace state, and restore focus; the Electron journey confirms Escape returns to the intact collection.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,
0.0.40,153,12 Resilience and desktop polish,Both,P2,Reduced motion remains usable,Enable Reduce Motion in macOS and exercise panels and modals,Content remains reachable and transitions do not block interaction,Yes,PARTIAL,E2E,,"Reduced motion remains usable. The Electron journey emulates macOS reduced motion, proves production transition duration collapses to a near-zero value, and still opens and closes the model detail layer normally.","Run the listed visible journey on the exact installed 0.0.40 artifact and inspect state, persistence, errors, and pixels.",MEDIUM,"Useful real integration exists, but at least one rendered, persistence, runtime, or full-journey seam is still substituted or separate.",NOT RUN,,,,,
0.0.40,154,12 Resilience and desktop polish,Both,P1,External links use the system browser,Open purchase help and project links from the app,The expected HTTPS page opens externally and the Electron view does not navigate away,Yes,PARTIAL,E2E,e2e/tour.spec.ts,"External links use the system browser. `e2e/tour.spec.ts` drives the real locked-Pro surface through Electron preload and IPC, proves purchase and Mobile links reach `shell.openExternal` with their production URLs, and verifies the Electron page never navigates.","Repeat the listed steps on the exact installed 0.0.40 artifact with the real macOS, hardware, network, or external-system boundary.",LOW,"Useful automation exists, but it does not prove the decisive installed, native, hardware, network, or external-system boundary.",NOT RUN,,,,,
